,Unnamed: 0,No,page,nick,time,content,area,ip,ip_loc,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount 
2061,2081,2082,105,阿屎和羊驼,2018-08-08 10:38:49,@金刚芭比兽 @Tony叫啥好 呵呵。。我真不知道说什么好。你们都千万别回国。背上房贷是可耻的哦。借贷是可耻的哦。现在没钱都是年轻人的错。,江西南昌,59.52.11.229,"江西省南昌市 电信 * GeoIP: Nanchang, Jiangxi, China * China Telecom Jiangxi",69,1533695929,0,cj,0,0,0,0,5B6A57B9-3B340BE5-4AC88DF1-8C5-7F5,1533695929,2018-08-08,08-08 10,1712
2062,2082,2083,105,思想上进的阮小米,2018-08-08 10:38:45,哼，不严谨，28⼀⼀⼃乛,广东深圳,113.118.235.155,"广东省深圳市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",18,1533695925,0,cj,0,1,0,0,5B6A57B4-7176EB9B-BEC4323D-8C5-8F8,1533695925,2018-08-08,08-08 10,1711
2063,2083,2084,105,枈心,2018-08-08 10:38:06,我就不，我啥也不买因为没钱[doge],河北张家口,120.12.83.53,"河北省张家口市 联通 * GeoIP: Zhangjiakou, Hebei, China * China Unicom Heibei",19,1533695886,0,cj,0,0,0,0,5B6A578C-780C5335-12C2B9639-8C5-7FC,1533695886,2018-08-08,08-08 10,1710
2064,2084,2085,105,追涨杀跌的小艺术家二水,2018-08-08 10:37:41,我能不能从另一个侧面理解，他们还年轻[二哈],江苏南京,180.102.221.250,"江苏省南京市 电信 * GeoIP: Nanjing, Jiangsu, China * China Telecom jiangsu",22,1533695860,0,cj,0,0,0,0,5B6A5771-B466DDFA-15E1527E9-8C5-8C2,1533695861,2018-08-08,08-08 10,1709
2065,2085,2086,105,林少语V,2018-08-08 10:37:40,从年轻人本心来讲，可能真的很少有自愿购房的，确实会影响到国家的支柱产业。但是，别忘了，还有丈母娘呢！,山东济南,112.224.17.195,"山东省 联通 * GeoIP: Jinan, Shandong, China * China Unicom Shandong",50,1533695860,0,cj,0,0,0,0,5B6A5773-70E011C3-4C68E76D-8C5-8EE,1533695860,2018-08-08,08-08 10,1708
2066,2086,2087,105,看我衣服上的小黄鸭,2018-08-08 10:37:28,精神分裂症患者,四川成都,117.136.64.138,"四川省 移动 * GeoIP: Leshan, Sichuan, China * China Mobile Guangdong",7,1533695848,0,cj,0,0,0,0,5B6A5766-7588408A-CED7D7BC-8C5-8FF,1533695848,2018-08-08,08-08 10,1707
2067,2087,2088,105,野渡大魔王,2018-08-08 10:37:24,努力消费带动经济也有错了吗,江西南昌,223.104.173.107,"江西省 移动 * GeoIP: Jingdezhen, Jiangxi, China * China Mobile Guangdong",13,1533695844,0,cj,0,0,0,0,5B6A5760-DF68AD6B-139CA44D1-8C5-8BB,1533695844,2018-08-08,08-08 10,1706
2068,2088,2089,105,恩祺oppa,2018-08-08 10:37:24,文章发布者是俄罗斯卫星网，对中国国情不够了解写出这么个东西多少可以原谅。而且看内容总体不歪，大概主旨是借贷消费量力而行。but，题目是真的烂,北京,117.136.38.139,"北京市 移动 * GeoIP: Beijing, China * China Mobile",70,1533695843,0,cj,0,0,0,0,5B6A5762-7588268B-91C6039B-8C5-966,1533695844,2018-08-08,08-08 10,1705
2069,2089,2090,105,沢了个大沢,2018-08-08 10:37:19,哼( ´◔ ‸◔'),广西河池,180.136.54.163,"广西自治区河池市 电信 * GeoIP: Nanning, Guangxi, China * China Telecom Guangxi",10,1533695839,0,cj,0,0,0,0,5B6A575F-B48836A3-69140FB6-8C5-84A,1533695839,2018-08-08,08-08 10,1704
2070,2090,2091,105,喜欢strawberry吗,2018-08-08 10:37:06,臣妾做不到哇,陕西西安,117.136.86.8,"陕西省西安市 移动 * GeoIP: Xian, Shaanxi, China * China Mobile Guangdong",6,1533695826,0,cj,0,0,0,0,5B6A5752-75885608-167523FBA-8C5-87F,1533695826,2018-08-08,08-08 10,1703
2071,2091,2092,105,Keyboardist_L,2018-08-08 10:37:06,对不起我的国[泪],四川成都,139.207.98.248,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom",9,1533695825,0,cj,0,0,0,0,5B6A5752-8BCF62F8-6A0A808F-8C5-98B,1533695826,2018-08-08,08-08 10,1702
2072,2092,2093,105,白果儿儿,2018-08-08 10:37:02,真是老父亲视角了,河南,223.104.108.223,"河南省 移动 * GeoIP: Kaifeng, Henan, China * Henan Mobile Communications Co.,Ltd",8,1533695822,0,cj,0,0,0,0,5B6A574E-DF686CDF-1755ED07A-8C5-94E,1533695822,2018-08-08,08-08 10,1701
2073,2093,2094,105,今昔不负明天,2018-08-08 10:36:58,90后也被冤枉过，说是扶不起的一代，现在00后出来又挨打，哪个时代没有牛逼的人物，又没有辣鸡。[白眼],四川南充,112.45.48.173,四川省南充市 移动 * GeoIP: China * China Mobile Guangdong,51,1533695817,0,cj,0,0,0,0,5B6A5746-702D30AD-E32484D9-8C5-8AC,1533695818,2018-08-08,08-08 10,1700
2074,2094,2095,105,青柠红茶_,2018-08-08 10:36:55,这个房价，有几个不贷款的？,福建福州,140.243.51.174,"福建省 电信 * GeoIP: Xiamen, Fujian, China * China Telecom FUJIAN NETWORK",13,1533695814,0,cj,0,0,0,0,5B6A5744-8CF333AE-A68E137A-8C5-876,1533695815,2018-08-08,08-08 10,1699
2075,2095,2096,105,远是非,2018-08-08 10:36:49,庞大债务难道不是房贷吗？最最本分老实的我们不会去花天酒地，就想有个自己的窝罢了,天津,103.3.99.80,"天津市 联通 * GeoIP: Tianjin, China * China Unicom Tianjin",39,1533695809,0,cj,0,0,0,0,5B6A573E-67036350-BECEC205-8C5-88A,1533695809,2018-08-08,08-08 10,1698
2076,2096,2097,105,ALMONDSA,2018-08-08 10:36:41,这他妈都能甩给年轻人,上海,101.94.128.39,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",10,1533695801,0,cj,0,0,0,0,5B6A5738-655E8027-6A930D09-8C5-8F0,1533695801,2018-08-08,08-08 10,1697
2077,2097,2098,105,说球者黄航,2018-08-08 10:36:39,璇姐好，我是08年奥运在您那里实习过 请问您那里还有8号和9号的报纸吗？我都留了但是一时找不到，想今天发个照片纪念一下。我当时是跟方老师作版，记得都是二版。如果您那里有的话能不能拍个照片传给我呢，谢谢您！,北京,114.242.249.107,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",102,1533695799,0,cj,0,0,0,0,5B6A5737-72F2F96B-E75A2A3A-8C5-848,1533695799,2018-08-08,08-08 10,1696
2078,2099,2100,105,想要很多钱的兔斯基,2018-08-08 10:36:38,给我一个铁刷子，让我刷刷大黑锅。,河北,221.192.180.212,"河北省石家庄市 联通 * GeoIP: Beijing, China * China Unicom Liaoning",16,1533695798,0,cj,0,0,0,0,5B6A5735-DDC0B4D4-69D3CD79-8C5-841,1533695798,2018-08-08,08-08 10,1695
2079,2098,2099,105,斯内可Ben,2018-08-08 10:36:38,北京时间8月7日消息 俄罗斯卫星网报道，据英国《金融时报》（FT）援引中国国际金融股份有限公司（CICC）投行的数据报道，……在这特么到底是谁放的屁,河南开封,61.158.147.105,"河南省洛阳市 联通 * GeoIP: Luoyang, Henan, China * China Unicom Henan",74,1533695798,0,cj,0,0,0,0,5B6A5735-3D9E9369-5C8C5C3B-8C5-92E,1533695798,2018-08-08,08-08 10,1694
2080,2100,2101,106,Serendipeco味花生酱,2018-08-08 10:36:31,看到sisu惊了一下…………,北京,117.136.0.199,"北京市 移动 * GeoIP: Beijing, China * China Mobile",14,1533695791,0,cj,0,0,0,0,5B6A572D-758800C7-152402D32-8C5-96B,1533695791,2018-08-08,08-08 10,1693
2081,2101,2102,106,民女的日常,2018-08-08 10:36:26,蚂蚁花呗，京东白条，微粒贷，各种借贷APP，随时上门的各银行信用卡推销员…… blablablablablabla ……,江苏无锡,117.61.8.30,"江苏省 电信 * GeoIP: Hua'an, Henan, China * China Telecom jiangsu",60,1533695786,0,cj,0,0,0,0,5B6A572A-753D081E-7184A426-8C5-97F,1533695786,2018-08-08,08-08 10,1692
2082,2102,2103,106,搞七捻三37,2018-08-08 10:36:24,手机，奢侈品，星巴克不背锅,上海,210.13.76.218,"上海市 联通 * GeoIP: Shanghai, China * China Unicom Shanghai",13,1533695784,0,cj,0,0,0,0,5B6A5725-D20D4CDA-626FFDFB-8C5-776,1533695784,2018-08-08,08-08 10,1691
2083,2103,2104,106,芦苇要说话,2018-08-08 10:36:23,美国年轻人带领美国走向危机了吗？还财经大V，1:7了知道吗。,北京,111.201.246.210,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",30,1533695783,0,cj,0,0,0,0,5B6A5726-6FC9F6D2-88A6EA1F-8C5-88B,1533695783,2018-08-08,08-08 10,1690
2084,2104,2105,106,山都平,2018-08-08 10:35:52,原文一转没,广东广州,112.96.164.58,"广东省广州市 联通 * GeoIP: Guangzhou, Guangdong, China * China Unicom Guangzhou network",5,1533695752,0,cj,0,0,0,0,5B6A5703-7060A43A-62FB7A81-8C5-8AE,1533695752,2018-08-08,08-08 10,1689
2085,2105,2106,106,夜嵐_,2018-08-08 10:35:50,我怀疑小编自己也是个年轻人[允悲]每天正能量。,陕西西安,113.139.88.214,"陕西省西安市 电信 * GeoIP: Xian, Shaanxi, China * China Telecom SHAANXI",33,1533695749,0,cj,0,1,0,0,5B6A5705-718B58D6-9D0AE0C2-8C5-90B,1533695750,2018-08-08,08-08 10,1688
2086,2106,2107,106,噗啊噗啊噗啊噗,2018-08-08 10:35:33,怪我咯~,辽宁鞍山,59.44.150.102,"辽宁省鞍山市 电信 * GeoIP: Anshan, Liaoning, China * China Telecom Liaoning",4,1533695733,0,cj,0,0,0,0,5B6A56F2-3B2C9666-68B6AAED-8C5-887,1533695733,2018-08-08,08-08 10,1687
2087,2107,2108,106,Steve和lau,2018-08-08 10:35:31,新闻要素：标题、导语、主体、背景、结语。我们还有需要讨论的地方吗[doge],香港,203.160.71.107,"香港特别行政区 中国联通 * GeoIP: Central District, Hong Kong * China Unicom (Hong Kong) Operations Limited",51,1533695730,0,cj,0,4,0,0,5B6A56EE-CBA0476B-13718C72B-8C5-840,1533695731,2018-08-08,08-08 10,1686
2088,2108,2109,106,肚子一人_去哪里,2018-08-08 10:35:31,哈哈哈哈 这锅我们不背,上海,124.78.37.122,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",11,1533695731,0,cj,0,0,0,0,5B6A56F0-7C4E257A-92A7D858-8C5-857,1533695731,2018-08-08,08-08 10,1685
2089,2109,2110,106,Florian__z,2018-08-08 10:35:25,我很认同这种说法，我们应该支持国家，减少借贷，不买房[doge][doge],湖南长沙,220.202.152.26,"湖南省 联通 * GeoIP: Changsha, Hunan, China * China Unicom Liaoning",38,1533695725,0,cj,0,0,0,0,5B6A56EA-DCCA981A-1552CEA23-8C5-82A,1533695725,2018-08-08,08-08 10,1684
2090,2110,2111,106,Hdudhdbjdbrb,2018-08-08 10:35:20,要抄人家第四消费时代 也不带这么断章取义的,安徽合肥,36.7.189.166,"安徽省合肥市 电信 * GeoIP: Hefei, Anhui, China * China Telecom Anhui",21,1533695720,0,cj,0,0,0,0,5B6A56E4-2407BDA6-BC5585FF-8C5-835,1533695720,2018-08-08,08-08 10,1683
2091,2111,2112,106,菇凉别再长痘了哈,2018-08-08 10:35:19,我日,浙江杭州,125.120.220.75,"浙江省杭州市 电信 * GeoIP: Hangzhou, Zhejiang, China * China Telecom Hangzhou",2,1533695719,0,cj,0,0,0,0,5B6A56E5-7D78DC4B-8CB3D92C-8C5-8D2,1533695719,2018-08-08,08-08 10,1682
2092,2112,2113,106,我俩穿着风衣走在梧桐下,2018-08-08 10:35:18,不许喝星巴克，用苹果手机。都给我借贷买房子去！,上海,101.90.253.201,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",23,1533695718,0,cj,0,0,0,0,5B6A56E1-655AFDC9-82402FC6-8C5-8A3,1533695718,2018-08-08,08-08 10,1681
2093,2113,2114,106,灬芒竹丶,2018-08-08 10:35:17,的确，心里没点逼数，大学生除了那种真的借高利贷利滚利的，谁能比买房子动辄百万的借贷高那，竟然把借贷比率高怪在年轻人头上。,江苏镇江,222.186.151.10,"江苏省镇江市 电信 * GeoIP: Shanghai, China * China Telecom jiangsu province backbone",60,1533695717,0,cj,0,0,0,0,5B6A56E3-DEBA970A-B1D4828A-8C5-922,1533695717,2018-08-08,08-08 10,1680
2094,2114,2115,106,悠悠南山清明雪,2018-08-08 10:35:11,？？？？？,北京,159.226.111.159,"北京市 科技网 * GeoIP: Beijing, China * Computer Network Information Center",5,1533695710,0,cj,0,0,0,0,5B6A56DB-9FE26F9F-702EB95F-8C5-8F9,1533695711,2018-08-08,08-08 10,1679
2095,2115,2116,106,方小木林木小方,2018-08-08 10:35:06,……,云南,223.104.238.70,"中国 移动 * GeoIP: Dali, Yunnan, China * China Mobile Guangdong",2,1533695705,0,cj,0,0,0,0,5B6A56D6-DF68EE46-BADBB763-8C5-906,1533695706,2018-08-08,08-08 10,1678
2096,2116,2117,106,_灯盏,2018-08-08 10:34:58,这是要勒紧裤腰带。。请告诉我们现在的生活水平要快速下降了么。。,上海,116.226.187.9,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",31,1533695697,0,cj,0,0,0,0,5B6A56CE-74E2BB09-91E248FE-8C5-8BA,1533695698,2018-08-08,08-08 10,1677
2097,2117,2118,106,早爸要做个超人,2018-08-08 10:34:45,我记得以前有个夸外国人会生活的新闻，借贷过好日子，到六十把账还清了，每天都过的很好，中国人只会赚多少用多少，日子苦哈哈。现在。。。[摊手],上海,180.169.57.21,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",69,1533695684,0,cj,0,0,0,0,5B6A56C4-B4A93915-145A56086-8C5-8E5,1533695685,2018-08-08,08-08 10,1676
2098,2118,2119,106,Simon之皇城北漂,2018-08-08 10:34:42,几个智能手机几杯咖啡能把现在的年轻人家庭搞穷了？房子才是关键，反正我现在接近家庭开支的一半都用来支付房贷了,北京,111.205.43.246,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",53,1533695682,0,cj,0,0,0,0,5B6A56BF-6FCD2BF6-6F22F259-8C5-981,1533695682,2018-08-08,08-08 10,1675
2099,2119,2120,106,前任5885,2018-08-08 10:34:28,要是都这样中国新一代真的完了，你十年后100万也就值现在的50万不到，每天利息够付半天租金，20年后也就够个房租零头。然而现在买套房，20年后那套房还是那套放，价格随着市值增减,河北,36.98.96.65,"河北省石家庄市 电信 * GeoIP: Baoding, Hebei, China * China Telecom",96,1533695668,0,cj,0,1,0,0,5B6A56B1-24626041-13B5BA756-8C5-855,1533695668,2018-08-08,08-08 10,1674
2100,2120,2121,107,过去序章,2018-08-08 10:34:23,刚才怎么禁止评论啦？,浙江杭州,115.195.137.102,"浙江省杭州市 电信 * GeoIP: Hangzhou, Zhejiang, China * China Telecom Hangzhou",10,1533695663,0,cj,0,0,0,0,5B6A56AC-73C38966-608604DB-8C5-91E,1533695663,2018-08-08,08-08 10,1673
2101,2121,2122,107,Dream云深不归,2018-08-08 10:34:17,[微笑]谁给我贷款买的星巴克和苹果的？赶快出来！！,安徽合肥,117.136.101.235,"安徽省 移动 * GeoIP: Hefei, Anhui, China * China Mobile Guangdong",25,1533695657,0,cj,0,0,0,0,5B6A56A9-758865EB-183934428-8C5-8A2,1533695657,2018-08-08,08-08 10,1672
2102,2122,2123,107,Tianyyi_Zhang,2018-08-08 10:34:17,一起来做年轻背锅侠,江苏南京,122.192.15.134,"江苏省南京市 联通 * GeoIP: Suzhou, Jiangsu, China * China Unicom Jiangsu",9,1533695657,0,cj,0,0,0,0,5B6A56A9-7AC00F86-AE403FCD-8C5-891,1533695657,2018-08-08,08-08 10,1671
2103,2123,2124,107,今昔不负明天,2018-08-08 10:34:15,90后被冤枉过了，说是扶不起的一代，现在00后又来挨打[污],四川南充,112.45.48.173,四川省南充市 移动 * GeoIP: China * China Mobile Guangdong,30,1533695655,0,cj,0,0,0,0,5B6A56A5-702D30AD-E32484D9-8C5-8AC,1533695655,2018-08-08,08-08 10,1670
2104,2124,2125,107,SETSUNAcatheter,2018-08-08 10:34:13,"这文章仅仅是以年轻人的借贷作为切入点，中间都是在说整体的借贷，统计借贷情况也是以家庭单位，提了一句P2P主力是年轻人，说有点带节奏可以，但很明显直接打出""年轻人带崩中国经济""是新浪吧？喷他有问题吗？",福建福州,58.22.113.62,"福建省福州市 联通 * GeoIP: Fuzhou, Fujian, China * China Unicom FuJian",110,1533695653,0,cj,0,2,0,0,5B6A56A1-3A16713E-170EDBD76-8C5-81B,1533695653,2018-08-08,08-08 10,1669
2105,2125,2126,107,越城小官人,2018-08-08 10:34:11,不是领路人怎么带领？,浙江绍兴,124.160.212.239,"浙江省杭州市 联通 * GeoIP: Jiaxing, Zhejiang, China * China Unicom Zhejiang",10,1533695651,0,cj,0,0,0,0,5B6A569F-7CA0D4EF-4E595F3A-8C5-83F,1533695651,2018-08-08,08-08 10,1668
2106,2126,2127,107,Karatachi,2018-08-08 10:34:11,我家十年前5000块一平的房子现在都涨到5w了，我以后自己出去租不租的起房子都是问题，还要被骂买不起房[悲伤],福建福州,140.243.18.156,"福建省 电信 * GeoIP: Zhangping, Fujian, China * China Telecom FUJIAN NETWORK",55,1533695650,0,cj,0,0,0,0,5B6A56A3-8CF3129C-14CC62181-8C5-8F7,1533695651,2018-08-08,08-08 10,1667
2107,2127,2128,107,格式君的书架,2018-08-08 10:34:10,能买得起这些的也是年轻人里的少数吧，真是瞎写[允悲],湖北武汉,27.18.150.18,"湖北省武汉市 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",26,1533695650,0,cj,0,0,0,0,5B6A569F-1B129612-AAE35DF0-8C5-7AB,1533695650,2018-08-08,08-08 10,1666
2108,2128,2129,107,樱桃王球球,2018-08-08 10:34:06,团结一致才能对抗危机，互相推诿，媒体真是极不负责任,江苏徐州,49.68.108.213,"江苏省徐州市 电信 * GeoIP: Xuzhou, Jiangsu, China * China Telecom jiangsu",25,1533695646,0,cj,0,0,0,0,5B6A569B-31446CD5-6E270623-8C5-804,1533695646,2018-08-08,08-08 10,1665
2109,2129,2130,107,莫妮卡聆风,2018-08-08 10:34:05,这茬韭菜不行啊！,河北邢台,110.241.195.177,"河北省邢台市 联通 * GeoIP: Xingtai, Hebei, China * China Unicom Hebei",8,1533695645,0,cj,0,0,0,0,5B6A569A-6EF1C3B1-5564514A-8C5-905,1533695645,2018-08-08,08-08 10,1664
2110,2130,2131,107,快乐福禄,2018-08-08 10:33:39,又来，和前些年说独生子是垮掉的一代没什么区别，年轻人招谁惹谁了？,江苏南京,221.226.34.154,"江苏省南京市 电信 * GeoIP: Nanjing, Jiangsu, China * China Telecom jiangsu",32,1533695619,0,cj,0,0,0,0,5B6A5682-DDE2229A-3FAE146E-8C5-957,1533695619,2018-08-08,08-08 10,1663
2111,2131,2132,107,余人节灬,2018-08-08 10:33:28,别墨迹 都给我哭！,浙江,112.17.243.134,"浙江省 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",9,1533695607,0,cj,0,0,0,0,5B6A5673-7011F386-E9E193CB-8C5-88F,1533695608,2018-08-08,08-08 10,1662
2112,2132,2133,107,Barnett小表哥,2018-08-08 10:33:19,千禧一代也包含我本人。[笑cry],江苏苏州,117.136.46.60,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",17,1533695598,0,cj,0,0,0,0,5B6A566C-75882E3C-153E40DA1-8C5-809,1533695599,2018-08-08,08-08 10,1661
2113,2133,2134,107,小小蟑螂98,2018-08-08 10:33:17,不然辛苦攒钱存银行， 让银行拿去全世界冲大爷？风险不能都让银行转嫁了！,北京,61.148.244.235,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",35,1533695597,0,cj,0,0,0,0,5B6A5669-3D94F4EB-4BE2C7AB-8C5-8D3,1533695597,2018-08-08,08-08 10,1660
2114,2134,2135,107,一天到晚游泳的鱼23333,2018-08-08 10:33:16,呆了，真不要脸啊,四川绵阳,61.157.133.86,"四川省绵阳市 电信 * GeoIP: Jiangyou, Sichuan, China * China Telecom Sichuan",8,1533695596,0,cj,0,0,0,0,5B6A5669-3D9D8556-6EA00977-8C5-881,1533695596,2018-08-08,08-08 10,1659
2115,2135,2136,107,月痕Tsukikon-,2018-08-08 10:33:13,？？这个报道说话可真的瞎了。。,广东广州,121.8.239.131,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",15,1533695592,0,cj,0,0,0,0,5B6A5665-7908EF83-75E1F80B-8C5-92D,1533695593,2018-08-08,08-08 10,1658
2116,2136,2137,107,hadesplx,2018-08-08 10:33:06,最大的债务体系，最难偿还的债务不就是房贷吗？这个债务是谁给年轻人的呢？既然年轻人的债务使国家走上危机，那么，是谁诱使年轻人走上这个不归路的呢？年轻人都被逼着使国家走上危机了，那岂不是更应该把诱使年轻人走上这道路的人按照企图颠覆国家的罪名进行处理呢？,浙江绍兴,113.214.210.242,"浙江省杭州市 华数 * GeoIP: Liaoning, China * Huashu media&Network Limited",124,1533695585,0,cj,0,0,0,0,5B6A565E-71D6D2F2-6781928F-8C5-879,1533695586,2018-08-08,08-08 10,1657
2117,2137,2138,107,陈嗣斌,2018-08-08 10:33:04,房价这么贵，不借贷?是国家带领年轻人走向危机才对，标题说反了[摊手],广东,223.104.63.99,"广东省深圳市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",34,1533695584,0,cj,0,0,0,0,5B6A565E-DF683F63-963314E1-8C5-983,1533695584,2018-08-08,08-08 10,1656
2118,2138,2139,107,妞的纽扣,2018-08-08 10:32:55,@保护我方艾比 看评论,广东佛山,218.30.128.102,广东省佛山市 电信 * GeoIP: China * China Telecom,11,1533695575,0,cj,0,0,0,0,5B6A5654-DA1E8066-62EE19E4-8C5-92A,1533695575,2018-08-08,08-08 10,1655
2119,2139,2140,107,醒来醉影赏月,2018-08-08 10:32:53,都是他妈房子的贷款，消费都是小的,山东济南,27.221.102.122,"山东省济南市 联通 * GeoIP: Jinan, Shandong, China * China Unicom Shandong",16,1533695573,0,cj,0,0,0,0,5B6A5652-1BDD667A-16537C906-8C5-87A,1533695573,2018-08-08,08-08 10,1654
2120,2140,2141,108,愿余生褪去浮华,2018-08-08 10:32:47,嗯，年轻一代都是负债消费的，你怎么不问问22到30岁之间的婚后青年负债有多大？一套房先把六个钱包上交国家，下半生还要当房奴，孩奴，有钱能消费？呵呵,江苏扬州,117.91.23.248,"江苏省扬州市 电信 * GeoIP: Yangzhou, Jiangsu, China * China Telecom jiangsu",73,1533695566,0,cj,0,0,0,0,5B6A564B-755B17F8-151BE9C91-8C5-88B,1533695567,2018-08-08,08-08 10,1653
2121,2141,2142,108,小手好冰凉-,2018-08-08 10:32:42,写这个文案的可以下岗休息了,广东江门,223.104.1.202,"广东省 移动 * GeoIP: Jiangmen, Guangdong, China * China Mobile",13,1533695562,0,cj,0,0,0,0,5B6A5646-DF6801CA-9B2678E0-8C5-914,1533695562,2018-08-08,08-08 10,1652
2122,2142,2143,108,该死的锤子倒闭,2018-08-08 10:32:32,房价高是年轻人的锅？我错了。,黑龙江鸡西,117.179.38.126,"黑龙江省哈尔滨市 移动 * GeoIP: Jixi, Heilongjiang, China * HeiLongJiang Mobile Communication Company Limited",14,1533695552,0,cj,0,0,0,0,5B6A5640-75B3267E-1853719BB-8C5-936,1533695552,2018-08-08,08-08 10,1651
2123,2144,2145,108,張小橘_唔係菊,2018-08-08 10:32:31,蛋蛋后表示：敲你蟆[doge],广东广州,119.129.97.224,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",15,1533695551,0,cj,0,0,0,0,5B6A563C-778161E0-4A5F90E0-8C5-7FC,1533695551,2018-08-08,08-08 10,1650
2124,2143,2144,108,楚王李剑,2018-08-08 10:32:31,是谁？[费解][费解][费解],江苏苏州,223.104.4.243,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",15,1533695551,0,cj,0,0,0,0,5B6A563E-DF6804F3-5A81C259-8C5-92B,1533695551,2018-08-08,08-08 10,1649
2125,2145,2146,108,-农妇,2018-08-08 10:32:30,[笑cry],北京,221.223.54.210,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",19,1533695550,0,cj,0,1,0,0,5B6A563A-DDDF36D2-9DAE44B2-8C5-873,1533695550,2018-08-08,08-08 10,1648
2126,2146,2147,108,Steve和lau,2018-08-08 10:32:27,这是标准的转载格式吧[允悲],香港,203.160.71.107,"香港特别行政区 中国联通 * GeoIP: Central District, Hong Kong * China Unicom (Hong Kong) Operations Limited",27,1533695546,0,cj,0,3,0,0,5B6A5639-CBA0476B-13718C72B-8C5-840,1533695547,2018-08-08,08-08 10,1647
2127,2147,2148,108,不是小黄瓜丶,2018-08-08 10:32:25,读不读得通谁管，反正背锅就完事儿了,四川成都,182.148.57.120,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",27,1533695545,0,cj,0,2,0,0,5B6A5634-B6943978-AC432DA6-8C5-90A,1533695545,2018-08-08,08-08 10,1646
2128,2148,2149,108,-関-,2018-08-08 10:32:22,yeah,日本,126.212.255.50,"日本  * GeoIP: Tokyo, Japan * Softbank BB",4,1533695542,0,cj,0,0,0,0,5B6A5633-7ED4FF32-E9CF4113-8C5-88F,1533695542,2018-08-08,08-08 10,1645
2129,2149,2150,108,窮到無人要,2018-08-08 10:32:19,院长放心，这锅跟你无关[爱你],广东佛山,113.69.33.105,"广东省佛山市 电信 * GeoIP: Foshan, Guangdong, China * China Telecom Guangdong",15,1533695539,0,cj,0,0,0,0,5B6A562F-71452169-69FFEDBF-8C5-86A,1533695539,2018-08-08,08-08 10,1644
2130,2150,2151,108,-农妇,2018-08-08 10:32:11,没错！！！,北京,221.223.54.210,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",16,1533695531,0,cj,0,1,0,0,5B6A562A-DDDF36D2-9DAE44B2-8C5-873,1533695531,2018-08-08,08-08 10,1643
2131,2151,2152,108,H_RJ丶,2018-08-08 10:32:11,关我们年轻人屁事啊,广东广州,113.115.58.196,"广东省 电信 * GeoIP: Dongguan, Guangdong, China * China Telecom Guangdong",9,1533695531,0,cj,0,0,0,0,5B6A562B-71733AC4-13CE15466-8C5-898,1533695531,2018-08-08,08-08 10,1642
2132,2152,2153,108,Steve和lau,2018-08-08 10:32:02,我没太看懂巧在哪里[泪],香港,203.160.71.107,"香港特别行政区 中国联通 * GeoIP: Central District, Hong Kong * China Unicom (Hong Kong) Operations Limited",19,1533695522,0,cj,0,2,0,0,5B6A561F-CBA0476B-13718C72B-8C5-840,1533695522,2018-08-08,08-08 10,1641
2133,2153,2154,108,大昇鲁家的疯子,2018-08-08 10:31:53,放它niang的屁[吐]这特么瞎扣锅,上海,61.173.234.98,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",18,1533695513,0,cj,0,0,0,0,5B6A5618-3DADEA62-12ED6B561-8C5-900,1533695513,2018-08-08,08-08 10,1640
2134,2154,2155,108,PETJ善待夹饼组织,2018-08-08 10:31:52,七剑下天山的汇率,美国伊利诺伊州,73.36.167.91,"美国  * GeoIP: Chicago, Illinois, United States * Comcast Cable",20,1533695511,0,cj,0,4,0,0,5B6A5614-4924A75B-43C7E271-8C5-8EC,1533695512,2018-08-08,08-08 10,1639
